29,107,5.0
30,101,4.0
30,102,3.0
30,103,2.0
30,104,4.0
30,105,3.5
30,106,4.0
30,107,5.0
31,101,5.0
31,102,3.0
31,103,2.5
31,107,5.0
32,101,2.0
32,102,2.5
32,103,5.0
32,104,2.0
32,107,5.0
33,101,2.0
33,104,4.0
33,105,4.5
33,107,5.0
34,101,5.0
34,103,3.0
34,104,4.5
34,106,4.0
34,107,5.0
35,101,4.0
35,102,3.0
35,103,2.0
35,104,4.0
35,105,3.5
35,106,4.0
35,107,5.0
36,101,5.0
36,102,3.0
36,103,2.5
36,107,5.0
37,101,2.0
37,102,2.5
37,103,5.0
37,104,2.0
37,107,5.0
38,101,2.0
38,104,4.0
38,105,4.5
38,107,5.0
39,101,5.0
39,103,3.0
39,104,4.5
39,106,4.0
39,107,5.0
40,101,4.0
40,102,3.0
40,103,2.0
40,104,4.0
40,105,3.5
40,106,4.0
40,107,5.0
41,101,5.0
41,102,3.0
41,103,2.5
41,107,5.0
42,101,2.0
42,102,2.5
42,103,5.0
42,104,2.0
42,107,5.0
43,101,2.0
43,104,4.0
43,105,4.5
43,107,5.0
44,101,5.0
44,103,3.0
44,104,4.5
44,106,4.0
44,107,5.0
45,101,4.0
45,102,3.0
45,103,2.0
45,104,4.0
45,105,3.5
45,106,4.0
45,107,5.0
46,101,5.0
46,102,3.0
46,103,2.5
46,107,5.0
47,101,2.0
47,102,2.5
47,103,5.0
47,104,2.0
47,107,5.0
48,101,2.0
48,104,4.0
48,105,4.5
48,107,5.0
49,101,5.0
49,103,3.0
49,104,4.5
49,106,4.0
49,107,5.0
50,101,4.0
50,102,3.0
50,103,2.0
50,104,4.0
50,105,3.5
50,106,4.0
50,107,5.0
51,101,5.0
51,102,3.0
51,103,2.5
51,107,5.0
52,101,2.0
52,102,2.5
52,103,5.0
52,104,2.0
52,107,5.0
53,101,2.0
53,104,4.0
53,105,4.5
53,107,5.0
54,101,5.0
54,103,3.0
54,104,4.5
54,106,4.0
54,107,5.0
55,101,4.0
55,102,3.0
55,103,2.0
55,104,4.0
55,105,3.5
55,106,4.0
55,107,5.0
56,101,5.0
56,102,3.0
56,103,2.5
56,107,5.0
57,101,2.0
57,102,2.5
57,103,5.0
57,104,2.0
57,107,5.0
58,101,2.0
58,104,4.0
58,105,4.5
58,107,5.0
59,101,5.0
59,103,3.0
59,104,4.5
59,106,4.0
59,107,5.0
60,101,4.0
60,102,3.0
60,103,2.0
60,104,4.0
60,105,3.5
60,106,4.0
60,107,5.0
61,101,5.0
61,102,3.0
61,103,2.5
61,107,5.0
62,101,2.0
62,102,2.5
62,103,5.0
62,104,2.0
62,107,5.0
63,101,2.0
63,104,4.0
63,105,4.5
63,107,5.0
64,101,5.0
64,103,3.0
64,104,4.5
64,106,4.0
64,107,5.0
65,101,4.0
65,102,3.0
65,103,2.0
65,104,4.0
65,105,3.5
65,106,4.0
65,107,5.0
66,101,5.0
66,102,3.0
66,103,2.5
66,107,5.0
67,101,2.0
67,102,2.5
67,103,5.0
67,104,2.0
67,107,5.0
68,101,2.0
68,104,4.0
68,105,4.5
68,107,5.0
69,101,5.0
69,103,3.0
69,104,4.5
69,106,4.0
69,107,5.0
70,101,4.0
70,102,3.0
70,103,2.0
70,104,4.0
70,105,3.5
70,106,4.0
70,107,5.0
71,101,5.0
71,102,3.0
71,103,2.5
71,107,5.0
72,101,2.0
72,102,2.5
72,103,5.0
72,104,2.0
72,107,5.0
73,101,2.0
73,104,4.0
73,105,4.5
73,107,5.0
74,101,5.0
74,103,3.0
74,104,4.5
74,106,4.0
74,107,5.0
75,101,4.0
75,102,3.0
75,103,2.0
75,104,4.0
75,105,3.5
75,106,4.0
75,107,5.0
76,101,5.0
76,102,3.0
76,103,2.5
76,107,5.0
77,101,2.0
77,102,2.5
77,103,5.0
77,104,2.0
77,107,5.0
78,101,2.0
78,104,4.0
78,105,4.5
78,107,5.0
79,101,5.0
79,103,3.0
79,104,4.5
79,106,4.0
79,107,5.0
80,101,4.0
80,102,3.0
80,103,2.0
80,104,4.0
80,105,3.5
80,106,4.0
80,107,5.0
81,101,5.0
81,102,3.0
81,103,2.5
81,107,5.0
82,101,2.0
82,102,2.5
82,103,5.0
82,104,2.0
82,107,5.0
83,101,2.0
83,104,4.0
83,105,4.5
83,107,5.0
84,101,5.0
84,103,3.0
84,104,4.5
84,106,4.0
84,107,5.0
85,101,4.0
85,102,3.0
85,103,2.0
85,104,4.0
85,105,3.5
85,106,4.0
85,107,5.0
86,101,5.0
86,102,3.0
86,103,2.5
86,107,5.0
87,101,2.0
87,102,2.5
87,103,5.0
87,104,2.0
87,107,5.0
88,101,2.0
88,104,4.0
88,105,4.5
88,107,5.0
89,101,5.0
89,103,3.0
89,104,4.5
89,106,4.0
89,107,5.0
90,101,4.0
90,102,3.0
90,103,2.0
90,104,4.0
90,105,3.5
90,106,4.0
90,107,5.0
91,101,5.0
91,102,3.0
91,103,2.5
91,107,5.0
92,101,2.0
92,102,2.5
92,103,5.0
92,104,2.0
92,107,5.0
93,101,2.0
93,104,4.0
93,105,4.5
93,107,5.0
94,101,5.0
94,103,3.0
94,104,4.5
94,106,4.0
94,107,5.0
95,101,4.0
95,102,3.0
95,103,2.0
95,104,4.0
95,105,3.5
95,106,4.0
95,107,5.0
96,101,5.0
96,102,3.0
96,103,2.5
96,107,5.0
97,101,2.0
97,102,2.5
97,103,5.0
97,104,2.0
97,107,5.0
98,101,2.0
98,104,4.0
98,105,4.5
98,107,5.0
99,101,5.0
99,103,3.0
99,104,4.5
99,106,4.0
99,107,5.0
100,101,4.0
100,102,3.0
100,103,2.0
100,104,4.0
100,105,3.5
100,106,4.0
100,107,5.0
101,101,5.0
101,102,3.0
101,103,2.5
101,107,5.0
102,101,2.0
102,102,2.5
102,103,5.0
102,104,2.0
102,107,5.0
103,101,2.0
103,104,4.0
103,105,4.5
103,107,5.0
104,101,5.0
104,103,3.0
104,104,4.5
104,106,4.0
104,107,5.0
105,101,4.0
105,102,3.0
105,103,2.0
105,104,4.0
105,105,3.5
105,106,4.0
105,107,5.0
106,101,5.0
106,102,3.0
106,103,2.5
106,107,5.0
107,101,2.0
107,102,2.5
107,103,5.0
107,104,2.0
107,107,5.0
108,101,2.0
108,104,4.0
108,105,4.5
108,107,5.0
109,101,5.0
109,103,3.0
109,104,4.5
109,106,4.0
109,107,5.0
110,101,4.0
110,102,3.0
110,103,2.0
110,104,4.0
110,105,3.5
110,106,4.0
110,107,5.0
111,101,5.0
111,102,3.0
111,103,2.5
111,107,5.0
112,101,2.0
112,102,2.5
112,103,5.0
112,104,2.0
112,107,5.0
113,101,2.0
113,104,4.0
113,105,4.5
113,107,5.0
114,101,5.0
114,103,3.0
114,104,4.5
114,106,4.0
114,107,5.0
115,101,4.0
115,102,3.0
115,103,2.0
115,104,4.0
115,105,3.5
115,106,4.0
115,107,5.0
116,101,5.0
116,102,3.0
116,103,2.5
116,107,5.0
117,101,2.0
117,102,2.5
117,103,5.0
117,104,2.0
117,107,5.0
118,101,2.0
118,104,4.0
118,105,4.5
118,107,5.0
119,101,5.0
119,103,3.0
119,104,4.5
119,106,4.0
119,107,5.0
120,101,4.0
120,102,3.0
120,103,2.0
120,104,4.0
120,105,3.5
120,106,4.0
120,107,5.0
121,101,5.0
121,102,3.0
121,103,2.5
121,107,5.0
122,101,2.0
122,102,2.5
122,103,5.0
122,104,2.0
122,107,5.0
123,101,2.0
123,104,4.0
123,105,4.5
123,107,5.0
124,101,5.0
124,103,3.0
124,104,4.5
124,106,4.0
124,107,5.0
125,101,4.0
125,102,3.0
125,103,2.0
125,104,4.0
125,105,3.5
125,106,4.0
125,107,5.0
126,101,5.0
126,102,3.0
126,103,2.5
126,107,5.0
127,101,2.0
127,102,2.5
127,103,5.0
127,104,2.0
127,107,5.0
128,101,2.0
128,104,4.0
128,105,4.5
128,107,5.0
129,101,5.0
129,103,3.0
129,104,4.5
129,106,4.0
129,107,5.0
130,101,4.0
130,102,3.0
130,103,2.0
130,104,4.0
130,105,3.5
130,106,4.0
130,107,5.0
